DATE,AWND,PRCP,TAVG,TMAX,TMIN
2019-01-01,6.26,0,54,62,41
2019-01-02,4.7,0,52,61,39
2019-01-03,6.26,0,54,66,45
2019-01-04,4.7,0,54,63,44
2019-01-05,7.61,0.56,54,58,48
2019-01-06,6.71,0,53,59,49
2019-01-07,7.83,0.21,54,60,51
2019-01-08,5.14,0,59,71,51
2019-01-09,4.92,0,57,63,48
2019-01-10,5.37,0,57,61,50
2019-01-11,6.71,0,56,65,51
2019-01-12,6.26,0.93,55,61,52
2019-01-13,4.92,0,54,61,46
2019-01-14,8.5,1.08,55,57,51
2019-01-15,8.5,0.69,54,59,50
2019-01-16,8.28,0.67,55,61,54
2019-01-17,11.18,0.57,60,61,58
2019-01-18,5.59,0,59,64,54
2019-01-19,6.04,0,61,76,52
2019-01-20,9.17,0,62,70,54
2019-01-21,16.78,0,59,62,54
2019-01-22,8.28,0,58,65,52
2019-01-23,4.92,0,56,65,45
2019-01-24,4.7,0,59,78,49
2019-01-25,4.47,0,62,75,50
2019-01-26,3.8,0,62,74,50
2019-01-27,4.7,0,63,73,51
2019-01-28,4.92,0,60,70,49
2019-01-29,4.47,0,61,68,55
2019-01-30,4.7,0,59,64,55
2019-01-31,7.38,0.81,58,60,53
2019-02-01,6.49,0.01,55,63,49
2019-02-02,11.41,1.45,57,60,52
2019-02-03,7.83,0.25,56,59,51
2019-02-04,12.3,0.27,56,60,53
2019-02-05,14.32,0.12,54,56,47
2019-02-06,9.4,0,50,55,44
2019-02-07,6.93,0,51,61,42
2019-02-08,6.71,0,53,61,42
2019-02-09,7.38,0.23,52,58,46
2019-02-10,10.51,0.1,52,58,48
2019-02-11,7.83,0,51,59,42
2019-02-12,5.82,0,54,68,44
2019-02-13,10.29,0.09,55,61,51
2019-02-14,13.42,1.68,57,63,53
2019-02-15,9.17,0.13,56,60,50
2019-02-16,13.2,0,53,59,48
2019-02-17,15.43,0.02,53,56,45
2019-02-18,9.17,0,52,59,46
2019-02-19,8.05,0,52,58,42
2019-02-20,12.08,0.01,50,58,42
2019-02-21,7.38,0,51,57,45
2019-02-22,8.28,0,50,60,41
2019-02-23,7.16,0,52,61,41
2019-02-24,6.04,0,54,64,45
2019-02-25,5.37,0,56,65,47
2019-02-26,6.49,0,55,62,48
2019-02-27,5.82,0,57,63,53
2019-02-28,8.05,0.06,58,64,55
2019-03-01,6.04,0,58,62,56
2019-03-02,9.62,0.99,58,62,55
2019-03-03,9.17,0.05,57,59,55
2019-03-04,9.62,0,57,61,54
2019-03-05,7.16,0.06,55,62,48
2019-03-06,8.5,0.98,58,61,55
2019-03-07,10.07,0,57,60,52
2019-03-08,15.88,0,55,59,50
2019-03-09,10.29,0,54,61,47
2019-03-10,6.71,0,53,60,48
2019-03-11,5.37,0,56,67,49
2019-03-12,13.42,0,62,68,53
2019-03-13,11.63,0,59,68,54
2019-03-14,5.14,0,59,70,49
2019-03-15,6.04,0,62,74,48
2019-03-16,5.59,0,67,78,50
2019-03-17,7.38,0,66,81,56
2019-03-18,5.82,0,64,73,55
2019-03-19,5.82,0,59,65,53
2019-03-20,11.18,0,60,66,55
2019-03-21,10.29,0.02,57,62,54
2019-03-22,7.83,0,56,65,48
2019-03-23,8.5,0,59,65,56
2019-03-24,6.71,0,59,66,51
2019-03-25,8.28,0,59,68,51
2019-03-26,7.38,0,59,67,52
2019-03-27,9.84,0,60,67,55
2019-03-28,10.07,0,61,66,55
2019-03-29,7.83,0,60,70,52
2019-03-30,7.61,0,62,73,50
2019-03-31,6.71,0,67,81,56
2019-04-01,6.49,0,69,81,60
2019-04-02,9.84,0,63,69,58
2019-04-03,7.83,0,61,67,57
2019-04-04,8.28,0,60,66,57
2019-04-05,9.84,0,60,66,54
2019-04-06,8.05,0,61,67,58
2019-04-07,4.7,0,63,74,57
2019-04-08,6.04,0,67,79,58
2019-04-09,12.3,0,66,77,59
2019-04-10,16.11,0,67,74,61
2019-04-11,9.4,0,65,70,55
2019-04-12,12.3,0,64,73,57
2019-04-13,7.61,0,62,72,53
2019-04-14,7.83,0,60,64,53
2019-04-15,8.05,0,56,63,52
2019-04-16,9.62,0,59,65,57
2019-04-17,8.5,0,61,72,53
2019-04-18,7.83,0,63,73,54
2019-04-19,8.5,0,60,63,56
2019-04-20,7.38,0,58,64,57
2019-04-21,9.62,0,59,66,53
2019-04-22,7.38,0,60,66,53
2019-04-23,6.04,0,62,72,55
2019-04-24,7.61,0,62,72,57
2019-04-25,7.38,0,61,68,57
2019-04-26,7.16,0,60,65,57
2019-04-27,6.71,0,60,65,58
2019-04-28,6.93,0.01,61,66,58
2019-04-29,8.95,0,61,67,57
2019-04-30,8.95,0.04,60,66,57
2019-05-01,9.17,0,60,67,54
2019-05-02,6.93,0,61,67,55
2019-05-03,7.83,0,62,68,58
2019-05-04,8.5,0,63,68,59
2019-05-05,9.62,0,62,67,59
2019-05-06,12.3,0,61,67,58
2019-05-07,8.05,0,61,66,58
2019-05-08,8.5,0,62,65,59
2019-05-09,6.04,0,61,64,60
2019-05-10,5.14,0,63,71,60
2019-05-11,8.05,0,64,72,59
2019-05-12,7.16,0,65,73,57
2019-05-13,7.38,0,64,68,61
2019-05-14,8.28,0,64,68,60
2019-05-15,7.83,0,62,67,61
2019-05-16,17.22,0.29,62,68,58
2019-05-17,10.51,0,62,68,55
2019-05-18,9.4,0,62,70,54
2019-05-19,11.18,0.27,58,64,52
2019-05-20,12.97,0,60,67,55
2019-05-21,10.96,0,60,66,59
2019-05-22,10.96,0.09,61,67,56
2019-05-23,7.83,0,60,65,55
2019-05-24,9.62,0,61,68,55
2019-05-25,8.05,0,61,67,56
2019-05-26,10.29,0.08,60,62,55
2019-05-27,7.61,0,58,66,50
2019-05-28,7.61,0,60,67,53
2019-05-29,7.83,0,63,69,56
2019-05-30,6.49,0,62,68,58
2019-05-31,6.93,0,61,67,59
2019-06-01,8.05,0,62,66,59
2019-06-02,8.28,0,62,67,60
2019-06-03,8.28,0,63,69,59
2019-06-04,6.71,0,62,69,60
2019-06-05,6.04,0,64,70,60
2019-06-06,7.61,0,63,69,60
2019-06-07,8.05,0,64,69,61
2019-06-08,7.38,0,65,72,62
2019-06-09,7.83,0,66,72,61
2019-06-10,7.61,0,67,80,62
2019-06-11,6.93,0,68,76,63
2019-06-12,8.5,0,68,72,61
2019-06-13,8.28,0,63,69,61
2019-06-14,8.05,0,64,70,62
2019-06-15,8.28,0,65,72,63
2019-06-16,8.05,0,65,70,63
2019-06-17,6.71,0,64,70,62
2019-06-18,7.38,0,65,71,63
2019-06-19,8.5,0,67,72,64
2019-06-20,7.83,0,66,70,64
2019-06-21,8.05,0,65,70,62
2019-06-22,12.08,0,66,72,62
2019-06-23,9.17,0,66,71,61
2019-06-24,6.26,0,63,69,61
2019-06-25,8.05,0,64,68,63
2019-06-26,9.84,0,64,70,61
2019-06-27,7.61,0,65,72,62
2019-06-28,7.83,0,67,73,63
2019-06-29,7.16,0,68,78,62
2019-06-30,8.5,0,69,78,64
2019-07-01,7.61,0,69,75,63
2019-07-02,7.83,0,69,75,62
2019-07-03,8.72,0,69,75,64
2019-07-04,8.72,0,68,74,63
2019-07-05,7.61,0,67,74,62
2019-07-06,7.61,0,67,72,63
2019-07-07,7.38,0,66,72,64
2019-07-08,8.5,0,68,74,64
2019-07-09,9.4,0,68,75,63
2019-07-10,8.05,0,67,72,63
2019-07-11,7.61,0,68,74,64
2019-07-12,7.38,0,68,75,64
2019-07-13,6.49,0,68,75,64
2019-07-14,7.61,0,67,73,63
2019-07-15,6.26,0,66,72,63
2019-07-16,6.71,0,66,73,62
2019-07-17,8.05,0,68,74,64
2019-07-18,8.28,0,69,73,62
2019-07-19,8.95,0,66,73,62
2019-07-20,9.4,0,68,74,64
2019-07-21,10.07,0,67,72,63
2019-07-22,7.38,0,67,75,63
2019-07-23,8.28,0.05,70,80,64
2019-07-24,6.93,0,73,83,67
2019-07-25,7.61,0,75,87,70
2019-07-26,7.61,0,74,80,69
2019-07-27,7.61,0,71,79,66
2019-07-28,7.61,0,69,73,64
2019-07-29,6.93,0,67,73,63
2019-07-30,7.83,0,68,74,63
2019-07-31,8.5,0,68,74,64
2019-08-01,8.5,0,67,72,63
2019-08-02,6.93,0,68,75,62
2019-08-03,7.83,0,69,74,64
2019-08-04,6.71,0,68,74,63
2019-08-05,8.95,0,66,71,62
2019-08-06,8.5,0,67,73,63
2019-08-07,7.16,0,67,73,61
2019-08-08,7.16,0,64,69,61
2019-08-09,6.71,0,65,72,60
2019-08-10,7.61,0,66,73,61
2019-08-11,7.61,0,67,74,62
2019-08-12,6.71,0,66,73,62
2019-08-13,7.16,0,66,71,61
2019-08-14,8.5,0,65,74,61
2019-08-15,8.28,0,67,75,62
2019-08-16,6.93,0,68,75,64
2019-08-17,7.83,0,69,76,66
2019-08-18,8.5,0,70,76,66
2019-08-19,7.61,0,70,77,66
2019-08-20,7.61,0,71,78,65
2019-08-21,6.93,0,73,80,61
2019-08-22,7.61,0,73,80,67
2019-08-23,6.93,0,72,83,67
2019-08-24,7.61,0,73,80,68
2019-08-25,6.71,0,73,80,68
2019-08-26,7.16,0,74,85,69
2019-08-27,7.16,0,74,80,70
2019-08-28,8.05,0,74,80,70
2019-08-29,8.28,0,73,80,69
2019-08-30,6.71,0,76,82,70
2019-08-31,7.16,0,74,80,69
2019-09-01,5.82,0,73,78,68
2019-09-02,6.49,0,75,93,69
2019-09-03,7.61,0,75,84,69
2019-09-04,7.83,0,77,86,72
2019-09-05,7.61,0,77,87,71
2019-09-06,7.61,0,77,84,71
2019-09-07,8.5,0,76,83,66
2019-09-08,5.82,0,71,78,65
2019-09-09,6.93,0,72,79,66
2019-09-10,8.72,0,72,78,69
2019-09-11,9.17,0,71,78,66
2019-09-12,6.71,0,72,79,67
2019-09-13,7.83,0,73,81,68
2019-09-14,6.93,0,76,85,68
2019-09-15,6.49,0,73,81,68
2019-09-16,6.26,0,71,78,67
2019-09-17,7.61,0,72,79,66
2019-09-18,7.61,0,72,78,65
2019-09-19,8.05,0,71,78,65
2019-09-20,7.16,0,70,77,64
2019-09-21,6.93,0,72,81,65
2019-09-22,5.82,0,74,89,68
2019-09-23,6.49,0,72,79,67
2019-09-24,6.71,0,70,77,66
2019-09-25,8.28,0,73,85,66
2019-09-26,7.61,0,73,78,70
2019-09-27,8.72,0,71,75,68
2019-09-28,8.72,0,69,72,64
2019-09-29,8.05,0,67,73,58
2019-09-30,8.28,0,66,73,57
2019-10-01,8.05,0,67,75,59
2019-10-02,6.93,0,66,73,54
2019-10-03,5.82,0,64,72,54
2019-10-04,6.04,0,64,75,56
2019-10-05,5.82,0,68,77,60
2019-10-06,5.14,0,69,81,60
2019-10-07,6.26,0,69,78,61
2019-10-08,5.82,0,68,75,62
2019-10-09,5.59,0,67,73,63
2019-10-10,5.82,0,68,78,64
2019-10-11,6.49,0,72,90,57
2019-10-12,5.82,0,71,79,60
2019-10-13,5.82,0,67,73,58
2019-10-14,7.61,0,67,72,62
2019-10-15,6.26,0,67,75,59
2019-10-16,6.04,0,70,94,61
2019-10-17,7.38,0,69,77,63
2019-10-18,7.83,0,67,75,60
2019-10-19,5.82,0,67,75,57
2019-10-20,6.04,0,68,83,59
2019-10-21,5.82,0,78,90,66
2019-10-22,5.82,0,78,96,66
2019-10-23,5.82,0,75,91,64
2019-10-24,4.7,0,77,98,64
2019-10-25,5.82,0,82,94,66
2019-10-26,6.93,0,76,88,63
2019-10-27,8.28,0,69,72,61
2019-10-28,6.71,0,66,76,58
2019-10-29,6.04,0,64,71,53
2019-10-30,7.83,0,65,79,55
2019-10-31,7.61,0,66,82,53
2019-11-01,7.38,0,67,82,53
2019-11-02,4.7,0,65,82,53
2019-11-03,5.14,0,65,77,52
2019-11-04,5.14,0,64,75,53
2019-11-05,5.82,0,64,72,57
2019-11-06,4.92,0,63,68,58
2019-11-07,6.26,0,63,68,59
2019-11-08,4.7,0,65,78,56
2019-11-09,6.26,0,72,90,59
2019-11-10,6.04,0,66,72,60
2019-11-11,5.59,0,64,68,62
2019-11-12,6.26,0,64,69,60
2019-11-13,5.14,0,63,68,60
2019-11-14,6.26,0,62,69,57
2019-11-15,4.92,0,63,70,57
2019-11-16,5.37,0,63,72,55
2019-11-17,3.58,0,70,93,55
2019-11-18,6.71,0,78,93,62
2019-11-19,6.93,0.01,70,79,62
2019-11-20,11.63,0.35,61,63,53
2019-11-21,5.37,0.01,58,67,53
2019-11-22,6.71,0,62,71,55
2019-11-23,5.14,0,64,75,56
2019-11-24,6.71,0,65,78,53
2019-11-25,7.61,0,61,70,51
2019-11-26,7.83,0,62,67,55
2019-11-27,9.17,0.27,58,59,50
2019-11-28,9.4,0.78,52,53,46
2019-11-29,8.28,0.01,49,59,43
2019-11-30,6.04,0,53,61,44
2019-12-01,4.47,0,57,65,51
2019-12-02,5.14,0,59,69,52
2019-12-03,3.13,0,61,67,54
2019-12-04,6.71,0.98,61,64,56
2019-12-05,4.03,0,60,69,53
2019-12-06,4.7,0.05,61,67,56
2019-12-07,5.14,0,63,67,61
2019-12-08,8.72,0.05,63,65,58
2019-12-09,4.92,0,59,68,51
2019-12-10,5.14,0,59,69,52
2019-12-11,4.92,0,58,65,50
2019-12-12,3.58,0,61,71,54
2019-12-13,4.25,0,60,65,53
2019-12-14,7.16,0,62,66,58
2019-12-15,11.86,0,60,66,55
2019-12-16,4.47,0,57,69,47
2019-12-17,7.38,0,59,72,45
2019-12-18,5.82,0,58,65,49
2019-12-19,4.25,0,56,67,45
2019-12-20,5.82,0,62,78,50
2019-12-21,4.47,0,65,74,56
2019-12-22,10.07,0.99,62,67,52
2019-12-23,10.07,0.85,57,59,52
2019-12-24,7.16,0,55,61,49
2019-12-25,7.61,1.13,54,58,47
2019-12-26,8.5,0.37,53,57,46
2019-12-27,5.59,0,53,62,43
2019-12-28,4.7,0,55,63,46
2019-12-29,4.47,0,55,62,47
2019-12-30,5.82,0,57,64,53
2019-12-31,5.82,0,61,73,51
2020-01-01,5.59,0,61,67,50
2020-01-02,4.7,0,58,65,52
2020-01-03,4.47,0,60,72,52
2020-01-04,4.92,0,59,67,49
2020-01-05,4.47,0,58,68,49
2020-01-06,5.59,0,61,79,47
2020-01-07,7.83,0,66,79,55
2020-01-08,5.82,0,58,64,50
2020-01-09,7.61,0,57,61,54
2020-01-10,4.92,0,57,66,46
2020-01-11,5.14,0,56,63,48
2020-01-12,5.59,0,56,63,49
2020-01-13,5.59,0,56,62,50
2020-01-14,5.14,0,55,62,48
2020-01-15,5.14,0,55,64,47
2020-01-16,5.82,0.26,56,61,49
2020-01-17,4.92,0.07,55,62,50
2020-01-18,6.26,0,58,71,48
2020-01-19,5.82,0,62,77,52
2020-01-20,5.37,0.02,61,62,55
2020-01-21,8.28,0.03,60,62,56
2020-01-22,4.25,0,57,64,51
2020-01-23,5.14,0,59,69,51
2020-01-24,4.47,0,61,72,51
2020-01-25,5.14,0,58,65,50
2020-01-26,4.7,0,58,62,56
2020-01-27,6.93,0,58,70,50
2020-01-28,6.93,0,64,72,54
2020-01-29,11.41,0,67,78,62
2020-01-30,5.59,0,66,73,52
2020-01-31,4.47,0,63,81,51
2020-02-01,4.7,0,67,81,57
2020-02-02,6.71,0,62,67,53
2020-02-03,15.21,0,57,63,50
2020-02-04,7.83,0,53,60,44
2020-02-05,4.92,0,53,62,44
2020-02-06,6.04,0,55,64,45
2020-02-07,5.14,0,56,64,48
2020-02-08,6.04,0,57,64,50
2020-02-09,8.28,0,57,63,55
2020-02-10,6.93,0,61,77,54
2020-02-11,8.5,0,65,73,50
2020-02-12,6.04,0,59,66,49
2020-02-13,6.71,0,58,66,51
2020-02-14,6.26,0,58,66,50
